Month,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Datetime Event Began,Datetime of Restoration,Event Duration (hours)
January,Washington,System Operations,0,,2019,2019-01-05 13:19:00,2019-01-05 15:07:00,2
January,Washington,Severe Weather,230,230000,2019,2019-01-06 03:00:00,2019-01-09 07:00:00,76
January,California,Severe Weather,300,90382,2019,2019-01-06 17:56:00,2019-01-06 21:52:00,4
January,Washington,Severe Weather,,230000,2019,2019-01-06 01:00:00,2019-01-06 12:00:00,11
January,Michigan,System Operations,0,0,2019,2019-01-07 20:57:00,2019-01-07 21:32:00,1
January,New Mexico,Suspicious Activity,0,0,2019,2019-01-09 11:55:00,2019-01-09 11:56:00,0
January,Montana,System Operations,11,2,2019,2019-01-10 12:19:00,2019-01-10 12:48:00,0
January,Maine,System Operations,0,0,2019,2019-01-11 11:36:00,2019-01-11 12:43:00,1
January,Missouri,Severe Weather,,112530,2019,2019-01-12 11:30:00,2019-01-13 22:00:00,34
January,Missouri,Severe Weather,,116600,2019,2019-01-12 11:30:00,,
January,New Hampshire,System Operations,0,0,2019,2019-01-12 19:20:00,2019-01-12 21:38:00,2
January,North Carolina,Severe Weather,133200,,2019,2019-01-13 05:30:00,2019-01-15 17:00:00,60
January,Michigan,Actual Physical Attack,,,2019,2019-01-14 11:10:00,,
January,Pennsylvania,Vandalism,0,0,2019,2019-01-15 08:00:00,2019-01-15 08:02:00,0
January,California,Severe Weather,190,126700,2019,2019-01-16 17:26:00,2019-01-17 12:19:00,19
January,Texas,System Operations,0,0,2019,2019-01-16 05:19:00,2019-01-16 07:14:00,2
January,Nebraska,Transmission Interruption,8,,2019,2019-01-18 21:54:00,2019-01-19 00:19:00,2
January,Colorado,System Operations,0,0,2019,2019-01-23 07:26:00,2019-01-23 17:05:00,10
January,Ohio,System Operations,0,0,2019,2019-01-24 04:39:00,2019-01-24 05:16:00,1
January,Utah,Actual Physical Attack,0,0,2019,2019-01-28 13:35:00,2019-01-28 13:40:00,0
January,Louisiana,Transmission Interruption,,,2019,2019-01-29 18:34:00,2019-01-29 18:36:00,0
January,Washington,Vandalism,0,0,2019,2019-01-30 16:30:00,,
January,Illinois,Fuel Supply Deficiency,,,2019,2019-01-30 04:23:00,2019-02-02 09:00:00,77
January,Michigan,Severe Weather,,,2019,2019-01-30 09:30:00,2019-01-31 18:00:00,32
January,Illinois,Severe Weather,,,2019,2019-01-30 07:00:00,2019-01-30 08:08:00,1
January,California,Vandalism,0,0,2019,2019-01-31 21:33:00,2019-01-31 21:34:00,0
February,Nevada,Vandalism,,1,2019,2019-02-01 23:57:00,2019-02-02 08:49:00,9
February,Massachusetts,System Operations,0,0,2019,2019-02-01 05:35:00,2019-02-01 06:10:00,1
February,California,Vandalism,0,0,2019,2019-02-02 10:28:00,2019-02-02 10:29:00,0
February,California,Severe Weather,42,33200,2019,2019-02-05 18:17:00,2019-02-05 20:26:00,2
February,Arkansas,Severe Weather Transmission Interruption,3,3370,2019,2019-02-07 07:39:00,2019-02-07 07:40:00,0
February,Michigan,Severe Weather,,233000,2019,2019-02-07 08:55:00,2019-02-09 16:30:00,56
February,Pennsylvania,Vandalism,0,0,2019,2019-02-08 10:00:00,2019-02-08 10:30:00,0
February,Washington,Severe Weather,,50940,2019,2019-02-08 18:30:00,,
February,California,Severe Weather,182,121000,2019,2019-02-13 02:48:00,2019-02-15 00:28:00,46
February,New Jersey,Vandalism,0,0,2019,2019-02-14 08:50:00,2019-02-14 12:10:00,3
February,Utah,Vandalism,0,0,2019,2019-02-14 12:15:00,2019-02-14 12:16:00,0
February,Texas,Vandalism,0,0,2019,2019-02-19 09:45:00,,
February,"Wisconsin, Minnesota, Iowa, Illinois",System Operations,740,0,2019,2019-02-20 12:50:00,2019-02-20 13:32:00,1
February,Virginia,Severe Weather Transmission Interruption,,,2019,2019-02-23 14:05:00,,
February,Pennsylvania,Severe Weather,,132000,2019,2019-02-24 18:00:00,2019-02-25 22:00:00,28
February,"Ohio, Virginia, West Virginia",Severe Weather,,118781,2019,2019-02-24 11:21:00,2019-02-26 17:29:00,54
February,Pennsylvania,Severe Weather,,137216,2019,2019-02-24 18:47:00,2019-02-25 13:55:00,19
February,Ohio,Severe Weather,,157274,2019,2019-02-24 12:31:00,2019-02-24 14:57:00,2
February,Pennsylvania,Severe Weather,,94048,2019,2019-02-24 14:33:00,2019-02-24 18:03:00,4
February,Michigan,Severe Weather,,115000,2019,2019-02-24 20:02:00,2019-02-25 14:30:00,18
February,Massachusetts,Transmission Interruption,0,0,2019,2019-02-25 07:45:00,2019-02-25 18:40:00,11
February,"Connecticut, Massachusetts, New Hampshire, Maine, Vermont, Rhode Island",Severe Weather,,72332,2019,2019-02-25 13:35:00,2019-02-26 02:50:00,13
February,Iowa,Transmission Interruption,0,0,2019,2019-02-27 11:25:00,2019-02-27 17:39:00,6
February,South Carolina,Suspicious Activity,0,0,2019,2019-02-27 21:35:00,2019-02-27 21:45:00,0
February,"Oklahoma, Arkansas, Louisiana",System Operations,0,0,2019,2019-02-28 07:02:00,2019-02-28 07:33:00,1
March,Oklahoma,Vandalism,0,0,2019,2019-03-04 11:39:00,2019-03-08 16:52:00,101
March,California,System Operations,0,0,2019,2019-03-05 09:12:00,2019-03-05 18:57:00,10
March,Texas,Severe Weather Transmission Interruption,50,54290,2019,2019-03-13 15:51:00,2019-03-16 18:00:00,74
March,Colorado,Severe Weather,58,58379,2019,2019-03-13 11:29:00,2019-03-14 21:11:00,34
March,Texas,Severe Weather,,154124,2019,2019-03-13 05:50:00,2019-03-13 10:30:00,5
March,Texas,Severe Weather Transmission Interruption,,66000,2019,2019-03-13 15:00:00,2019-03-14 00:00:00,9
March,California,Vandalism,0,0,2019,2019-03-13 06:12:00,2019-03-13 06:13:00,0
March,Oklahoma,Vandalism,0,0,2019,2019-03-19 22:53:00,2019-03-19 22:54:00,0
March,Utah,Vandalism,0,0,2019,2019-03-21 10:00:00,2019-03-21 10:05:00,0
March,Oregon,Actual Physical Attack,5,,2019,2019-03-25 07:47:00,2019-03-25 07:48:00,0
March,California,Suspicious Activity,0,0,2019,2019-03-29 23:36:00,2019-03-30 02:00:00,2
April,Nevada,Actual Physical Attack,0,0,2019,2019-04-01 14:15:00,2019-04-06 17:20:00,123
April,New York,System Operations,0,0,2019,2019-04-01 06:51:00,2019-04-01 07:53:00,1
April,New York,System Operations,0,0,2019,2019-04-01 06:51:00,2019-04-01 07:53:00,1
April,California,Vandalism,0,0,2019,2019-04-02 08:33:00,2019-04-02 09:00:00,0
April,Utah,Vandalism,0,0,2019,2019-04-02 10:15:00,2019-04-02 10:16:00,0
April,California,Fuel Supply Deficiency,0,0,2019,2019-04-03 05:15:00,2019-04-03 12:39:00,7
April,Montana,Transmission Interruption,0,0,2019,2019-04-04 10:13:00,2019-04-04 12:08:00,2
April,Texas,Severe Weather,537,231956,2019,2019-04-07 13:46:00,2019-04-08 17:50:00,28
April,Virginia,Suspicious Activity,0,0,2019,2019-04-10 11:59:00,2019-04-10 12:00:00,0
April,Oregon,Transmission Interruption,0,0,2019,2019-04-11 19:48:00,2019-04-11 20:00:00,0
April,Minnesota,Transmission Interruption,0,0,2019,2019-04-12 11:20:00,2019-04-12 12:46:00,1
April,Mississippi,Severe Weather,,60467,2019,2019-04-13 18:15:00,2019-04-13 23:15:00,5
April,Virginia,Severe Weather,,75290,2019,2019-04-15 04:35:00,2019-04-15 14:40:00,10
April,Minnesota,Vandalism,0,0,2019,2019-04-15 10:00:00,2019-04-15 14:00:00,4
April,California,Vandalism,0,0,2019,2019-04-16 10:30:00,2019-04-16 11:00:00,0
April,Arizona,System Operations,0,0,2019,2019-04-17 19:38:00,2019-04-17 23:52:00,4
April,Colorado,Transmission Interruption,0,0,2019,2019-04-18 20:08:00,2019-04-19 11:00:00,15
April,Alabama,Severe Weather,116,34695,2019,2019-04-18 19:55:00,2019-04-19 17:29:00,22
April,Utah,Vandalism,0,0,2019,2019-04-21 10:40:00,2019-04-21 10:45:00,0
April,Arizona,Generation Inadequacy,150,51366,2019,2019-04-25 18:03:00,2019-04-25 18:32:00,0
April,Pennsylvania,Transmission Interruption,7,5830,2019,2019-04-26 01:00:00,2019-04-26 13:27:00,12
April,North Carolina,Severe Weather,,54071,2019,2019-04-26 17:46:00,2019-04-27 11:49:00,18
April,Massachusetts,Severe Weather Transmission Interruption,0,0,2019,2019-04-26 15:16:00,2019-04-26 15:17:00,0
April,South Carolina,System Operations,0,0,2019,2019-04-28 13:40:00,2019-04-28 14:49:00,1
April,Ohio,Transmission Interruption,0,0,2019,2019-04-28 10:43:00,2019-04-29 02:06:00,15
April,Virginia,Vandalism,0,0,2019,2019-04-29 17:17:00,2019-04-30 09:22:00,16
April,Indiana,System Operations,0,0,2019,2019-04-30 12:25:00,2019-04-30 13:11:00,1
May,Pennsylvania,Transmission Interruption,29,1,2019,2019-05-08 09:22:00,2019-05-08 09:56:00,1
May,Louisiana,Severe Weather Distribution Interruption,,65844,2019,2019-05-08 15:50:00,2019-05-13 00:00:00,104
May,Texas,Severe Weather,691,238015,2019,2019-05-09 17:55:00,2019-05-11 20:50:00,51
May,Texas,Severe Weather Transmission Interruption,0,0,2019,2019-05-09 19:06:00,2019-05-10 02:57:00,8
May,Texas,Severe Weather,,61008,2019,2019-05-10 02:00:00,2019-05-10 12:15:00,10
May,California,Vandalism,0,0,2019,2019-05-11 14:08:00,2019-05-11 15:00:00,1
May,West Virginia,Suspicious Activity,,,2019,2019-05-15 12:10:00,2019-05-15 12:11:00,0
May,Texas,Severe Weather,,68000,2019,2019-05-18 15:45:00,2019-05-20 04:00:00,36
May,Colorado,Vandalism,30,0,2019,2019-05-18 01:55:00,2019-05-18 15:06:00,13
May,Virginia,Severe Weather,,100000,2019,2019-05-23 16:55:00,2019-05-23 23:40:00,7
May,Indiana,Severe Weather Transmission Interruption,0,0,2019,2019-05-23 01:11:00,2019-05-23 12:00:00,11
May,Kentucky,System Operations,0,0,2019,2019-05-24 07:28:00,2019-05-24 08:30:00,1
May,North Dakota,System Operations,0,0,2019,2019-05-24 20:09:00,2019-05-25 14:23:00,18
May,California,Severe Weather,20,10961,2019,2019-05-24 21:47:00,2019-05-24 23:58:00,2
May,Ohio,Severe Weather Transmission Interruption,347,70000,2019,2019-05-27 22:07:00,2019-05-28 03:00:00,5
June,California,Severe Weather Transmission Interruption,,,2019,2019-06-02 18:19:00,2019-06-02 20:43:00,2
June,Nevada,Suspicious Activity,0,0,2019,2019-06-04 10:15:00,2019-06-04 13:15:00,3
June,Idaho,Vandalism,0,0,2019,2019-06-05 08:37:00,2019-06-05 08:40:00,0
June,South Dakota,Vandalism,0,0,2019,2019-06-05 10:16:00,2019-06-05 10:17:00,0
June,California,Vandalism,0,0,2019,2019-06-05 09:46:00,2019-06-05 12:00:00,2
June,Texas,Severe Weather,,55017,2019,2019-06-06 18:09:00,2019-06-06 18:35:00,0
June,Texas,Transmission Interruption,8,1,2019,2019-06-07 14:43:00,2019-06-07 16:20:00,2
June,Texas,Transmission Interruption,0,0,2019,2019-06-08 15:50:00,2019-06-08 19:40:00,4
June,Texas,Severe Weather,,558000,2019,2019-06-09 14:45:00,2019-06-13 22:30:00,104
June,North Dakota,Vandalism,0,0,2019,2019-06-11 15:11:00,2019-06-11 17:00:00,2
June,Utah,Vandalism,0,0,2019,2019-06-11 07:52:00,2019-06-11 07:53:00,0
June,California,Generation Inadequacy,982,30907,2019,2019-06-12 14:56:00,2019-06-12 15:50:00,1
June,Texas,Severe Weather,,340000,2019,2019-06-16 02:00:00,2019-06-17 23:59:00,46
June,Oklahoma,Severe Weather Transmission Interruption,,,2019,2019-06-16 03:25:00,,
June,Washington,Suspicious Activity,0,0,2019,2019-06-18 06:21:00,2019-06-18 06:40:00,0
June,Oklahoma,Vandalism,0,0,2019,2019-06-19 11:00:00,2019-06-19 11:01:00,0
June,Arkansas,Severe Weather,,82045,2019,2019-06-19 22:30:00,2019-06-20 19:00:00,20
June,Nevada,Vandalism,0,0,2019,2019-06-19 15:00:00,,
June,Virginia,Severe Weather,,60000,2019,2019-06-20 16:11:00,2019-06-21 12:45:00,21
June,Maine,System Operations,0,0,2019,2019-06-21 18:36:00,2019-06-21 19:27:00,1
June,Kentucky,Severe Weather,,50000,2019,2019-06-21 19:15:00,,
June,California,Vandalism,0,0,2019,2019-06-21 10:00:00,2019-06-21 11:00:00,1
June,Alabama,Severe Weather,115,34637,2019,2019-06-22 20:46:00,2019-06-23 00:30:00,4
June,Texas,Severe Weather,,265000,2019,2019-06-23 22:00:00,2019-06-25 23:00:00,49
June,Arkansas,Transmission Interruption,47,16199,2019,2019-06-23 05:13:00,2019-06-23 10:58:00,6
June,Oklahoma,System Operations,0,0,2019,2019-06-24 09:40:00,2019-06-24 15:17:00,6
June,Arkansas,Severe Weather,,56451,2019,2019-06-24 05:30:00,2019-06-24 08:45:00,3
June,North Dakota,Transmission Interruption,53,0,2019,2019-06-26 13:58:00,2019-06-26 14:03:00,0
June,Idaho,Transmission Interruption,0,0,2019,2019-06-28 14:25:00,,
June,New York,Severe Weather,3189,52498,2019,2019-06-30 15:15:00,2019-06-30 16:15:00,1
June,Illinois,Severe Weather,,100000,2019,2019-06-30 15:30:00,2019-06-30 20:30:00,5
July,Idaho,Vandalism,0,0,2019,2019-07-02 13:00:00,2019-07-02 13:22:00,0
July,Mississippi,Vandalism,,3000,2019,2019-07-06 22:00:00,2019-07-07 13:57:00,16
July,Texas,Vandalism,0,0,2019,2019-07-09 01:59:00,2019-07-09 15:50:00,14
July,Texas,Severe Weather,,57000,2019,2019-07-10 12:10:00,2019-07-12 12:30:00,48
July,Utah,Vandalism,0,0,2019,2019-07-10 12:00:00,2019-07-10 12:15:00,0
July,Texas,Transmission Interruption,26,2043,2019,2019-07-11 11:08:00,2019-07-11 11:13:00,0
July,Louisiana,Severe Weather,,63000,2019,2019-07-13 23:55:00,2019-07-14 13:00:00,13
July,Louisiana,Severe Weather,,55730,2019,2019-07-13 07:15:00,2019-07-14 17:00:00,34
July,New York,Transmission Interruption,452,72669,2019,2019-07-13 18:47:00,2019-07-13 23:37:00,5
July,Oklahoma,Suspicious Activity,0,0,2019,2019-07-17 14:12:00,2019-07-17 14:30:00,0
July,Michigan,Severe Weather,,400000,2019,2019-07-19 19:00:00,2019-07-21 20:00:00,49
July,Wisconsin,System Operations,,,2019,2019-07-19 09:55:00,2019-07-19 13:00:00,3
July,Missouri,Suspicious Activity,0,0,2019,2019-07-20 07:37:00,2019-07-20 09:20:00,2
July,Wisconsin,Severe Weather,200,50000,2019,2019-07-20 11:55:00,2019-07-23 00:00:00,60
July,Michigan,Severe Weather,,160000,2019,2019-07-20 03:00:00,2019-07-22 07:00:00,52
July,New York,Severe Weather,60,45000,2019,2019-07-21 23:00:00,2019-07-22 20:54:00,22
July,Pennsylvania,Severe Weather,,165000,2019,2019-07-22 16:00:00,2019-07-24 23:00:00,55
July,New Jersey,Severe Weather,49,95600,2019,2019-07-22 17:50:00,2019-07-25 13:15:00,67
July,Nebraska,Transmission Interruption,0,0,2019,2019-07-23 23:55:00,2019-07-23 23:56:00,0
July,California,Vandalism,,25,2019,2019-07-23 03:22:00,2019-07-23 05:40:00,2
July,Nebraska,Transmission Interruption,0,0,2019,2019-07-23 23:55:00,2019-07-24 05:22:00,5
July,Massachusetts,Severe Weather,54,54535,2019,2019-07-23 15:39:00,2019-07-23 19:00:00,3
July,Utah,Vandalism,,1,2019,2019-07-24 13:30:00,2019-07-24 13:31:00,0
July,Maine,System Operations,0,0,2019,2019-07-24 08:01:00,2019-07-24 12:49:00,5
July,Michigan,System Operations,0,0,2019,2019-07-28 18:48:00,2019-07-28 19:18:00,0
July,Louisiana,Severe Weather Transmission Interruption,,13720,2019,2019-07-30 08:45:00,2019-07-30 09:45:00,1
August,Washington,System Operations,0,0,2019,2019-08-02 18:24:00,2019-08-02 19:28:00,1
August,Minnesota,Transmission Interruption,0,0,2019,2019-08-02 01:49:00,2019-08-02 01:55:00,0
August,Oregon,Transmission Interruption,66,,2019,2019-08-05 17:23:00,2019-08-06 00:02:00,7
August,California,Vandalism,0,0,2019,2019-08-07 15:00:00,2019-08-07 15:30:00,0
August,Washington,Vandalism,0,0,2019,2019-08-07 08:40:00,,
August,Maine,System Operations,0,0,2019,2019-08-07 09:30:00,2019-08-07 11:15:00,2
August,Ohio,Severe Weather Transmission Interruption,,5600,2019,2019-08-08 16:16:00,2019-08-08 22:41:00,6
August,Texas,Suspicious Activity,0,0,2019,2019-08-09 09:53:00,2019-08-09 10:46:00,1
August,Michigan,System Operations,0,0,2019,2019-08-10 16:11:00,2019-08-10 16:46:00,1
August,Michigan,System Operations,0,0,2019,2019-08-10 19:59:00,2019-08-10 21:04:00,1
August,California,Vandalism,0,0,2019,2019-08-13 10:00:00,2019-08-13 11:00:00,1
August,North Dakota,Vandalism,,,2019,2019-08-13 00:00:00,,
August,Texas,Severe Weather,,,2019,2019-08-13 15:10:00,2019-08-13 17:30:00,2
August,New York,Fuel Supply Deficiency,150,,2019,2019-08-15 08:30:00,,
August,California,Distribution Interruption,80,61318,2019,2019-08-15 23:03:00,2019-08-16 00:37:00,2
August,Kentucky,Vandalism,0,0,2019,2019-08-15 11:00:00,2019-08-15 15:30:00,4
August,Texas,Severe Weather,,,2019,2019-08-15 15:11:00,2019-08-15 18:00:00,3
August,District of Columbia,System Operations,0,0,2019,2019-08-15 03:07:00,2019-08-15 03:56:00,1
August,Texas,Distribution Interruption,752,86373,2019,2019-08-18 16:47:00,2019-08-18 23:00:00,6
August,Texas,Transmission Interruption Distribution Interruption,259,61000,2019,2019-08-18 16:30:00,2019-08-18 22:00:00,6
August,Louisiana,Transmission Interruption,271,86373,2019,2019-08-18 15:59:00,2019-08-18 23:00:00,7
August,Ohio,Vandalism,,1397,2019,2019-08-21 07:56:00,,
August,Massachusetts,Vandalism,0,0,2019,2019-08-21 15:30:00,,
August,Washington,Suspicious Activity,0,0,2019,2019-08-24 16:10:00,2019-08-24 19:28:00,3
August,Washington,Suspicious Activity,0,0,2019,2019-08-25 01:44:00,2019-08-25 02:20:00,1
August,North Dakota,Transmission Interruption,0,0,2019,2019-08-26 09:09:00,2019-08-26 13:34:00,4
August,Oklahoma,Severe Weather Transmission Interruption,,95000,2019,2019-08-26 19:00:00,2019-08-27 03:00:00,8
August,Oklahoma,Severe Weather,,103779,2019,2019-08-26 19:00:00,2019-08-29 13:00:00,66
August,Michigan,System Operations,0,0,2019,2019-08-29 23:30:00,2019-08-30 17:30:00,18
August,Pennsylvania,System Operations,0,0,2019,2019-08-31 15:05:00,2019-08-31 15:46:00,1
August,California,Vandalism,0,0,2019,2019-08-31 16:00:00,2019-09-02 06:00:00,38
September,Texas,Severe Weather,,,2019,2019-09-04 14:30:00,2019-09-06 18:00:00,52
September,Maryland,System Operations,0,0,2019,2019-09-04 11:13:00,2019-09-04 11:57:00,1
September,North Carolina,Severe Weather,3,2000,2019,2019-09-05 22:00:00,2019-09-06 12:00:00,14
September,North Carolina,Severe Weather,,116000,2019,2019-09-05 22:36:00,2019-09-06 16:00:00,17
September,South Carolina,Severe Weather,,172278,2019,2019-09-05 04:15:00,2019-09-05 15:17:00,11
September,Maine,System Operations,0,0,2019,2019-09-05 10:08:00,2019-09-05 12:08:00,2
September,North Carolina,Severe Weather,,77000,2019,2019-09-06 08:20:00,,
September,Wyoming,Transmission Interruption,885,0,2019,2019-09-10 21:22:00,2019-09-10 21:23:00,0
September,Michigan,Severe Weather,,54000,2019,2019-09-11 22:35:00,2019-09-11 23:59:00,1
September,Tennessee,System Operations,0,0,2019,2019-09-13 02:31:00,2019-09-16 17:00:00,86
September,Minnesota,Vandalism,0,0,2019,2019-09-19 18:40:00,2019-09-19 18:46:00,0
September,Arizona,Fuel Supply Deficiency,0,0,2019,2019-09-19 05:55:00,2019-09-19 14:30:00,9
September,Oklahoma,System Operations,0,0,2019,2019-09-20 00:21:00,2019-09-20 12:04:00,12
September,Washington,Vandalism,0,0,2019,2019-09-24 15:56:00,2019-09-26 19:25:00,51
September,Wisconsin,Suspicious Activity,0,0,2019,2019-09-25 17:25:00,2019-09-25 18:16:00,1
September,California,Severe Weather,25,69524,2019,2019-09-25 03:47:00,2019-09-25 15:40:00,12
September,Texas,Vandalism,,,2019,2019-09-25 09:59:00,2019-09-25 10:00:00,0
September,Maryland,System Operations,0,0,2019,2019-09-26 14:31:00,2019-09-26 15:14:00,1
September,California,Distribution Interruption,,50072,2019,2019-09-29 07:38:00,,
September,Washington,System Operations,0,0,2019,2019-09-30 05:35:00,2019-09-30 08:10:00,3
September,Nevada,Actual Physical Attack,3736,0,2019,2019-09-30 12:17:00,2019-09-30 12:58:00,1
September,Idaho,Vandalism,0,0,2019,2019-09-30 10:53:00,2019-09-30 10:54:00,0
October,Missouri,Vandalism,0,0,2019,2019-10-03 00:13:00,2019-10-03 04:00:00,4
October,California,Fuel Supply Deficiency,0,0,2019,2019-10-04 05:15:00,,
October,California,Fuel Supply Deficiency,0,0,2019,2019-10-06 05:15:00,,
October,Texas,Transmission Interruption,,,2019,2019-10-06 14:50:00,2019-10-06 15:00:00,0
October,California,Severe Weather Transmission Interruption,2400,737808,2019,2019-10-09 00:27:00,,
October,Maine,System Operations,0,0,2019,2019-10-10 02:06:00,2019-10-10 05:05:00,3
October,Colorado,System Operations,0,0,2019,2019-10-10 00:22:00,2019-10-10 02:12:00,2
October,Michigan,System Operations,0,0,2019,2019-10-11 10:56:00,2019-10-11 11:46:00,1
October,Texas,Transmission Interruption,0,0,2019,2019-10-12 15:00:00,2019-10-12 16:21:00,1
October,Ohio,Transmission Interruption,0,0,2019,2019-10-15 03:19:00,2019-10-15 06:38:00,3
October,Kansas,System Operations,0,0,2019,2019-10-15 19:57:00,2019-10-15 20:44:00,1
October,Texas,Vandalism,0,0,2019,2019-10-16 07:00:00,,
October,Connecticut,Severe Weather,,101683,2019,2019-10-17 00:45:00,2019-10-19 09:30:00,57
October,South Dakota,Transmission Interruption,0,0,2019,2019-10-19 05:57:00,2019-10-19 13:58:00,8
October,California,System Operations,0,0,2019,2019-10-19 14:00:00,2019-10-19 21:07:00,7
October,Texas,Severe Weather,,400000,2019,2019-10-20 22:15:00,2019-10-25 02:00:00,100
October,New York,System Operations,0,0,2019,2019-10-23 00:49:00,2019-10-23 04:05:00,3
October,New York,System Operations,0,0,2019,2019-10-23 00:49:00,2019-10-23 04:05:00,3
October,California,Severe Weather Transmission Interruption,,50000,2019,2019-10-23 14:36:00,,
October,Ohio,Transmission Interruption,0,0,2019,2019-10-24 17:02:00,2019-10-24 17:09:00,0
October,California,Fuel Supply Deficiency,0,0,2019,2019-10-24 05:15:00,,
October,South Carolina,Suspicious Activity,0,0,2019,2019-10-25 02:53:00,2019-10-25 04:37:00,2
October,California,Severe Weather Transmission Interruption,3190,972000,2019,2019-10-26 18:20:00,2019-10-31 01:27:00,103
October,Maine,System Operations,0,0,2019,2019-10-26 08:07:00,2019-10-26 08:45:00,1
October,Louisiana,Severe Weather,,82124,2019,2019-10-26 05:15:00,2019-10-26 17:31:00,12
October,Tennessee,Severe Weather,,70000,2019,2019-10-26 18:00:00,,
October,Wisconsin,System Operations,0,0,2019,2019-10-29 13:46:00,2019-10-29 14:49:00,1
October,California,Severe Weather Distribution Interruption,285,114402,2019,2019-10-30 06:32:00,2019-11-01 13:29:00,55
October,Pennsylvania,Severe Weather Distribution Interruption,,53943,2019,2019-10-31 22:00:00,,
November,New York,System Operations,0,0,2019,2019-11-01 23:45:00,2019-11-02 00:48:00,1
November,New York,System Operations,0,0,2019,2019-11-01 23:45:00,2019-11-02 00:48:00,1
November,New York,Severe Weather,,8000,2019,2019-11-01 01:00:00,2019-11-03 13:00:00,60
November,Connecticut,Severe Weather,,80066,2019,2019-11-01 01:15:00,2019-11-02 21:30:00,44
November,New York,Severe Weather,,66325,2019,2019-11-01 02:41:00,,
November,Minnesota,Transmission Interruption,0,0,2019,2019-11-03 22:17:00,2019-11-04 11:10:00,13
November,Florida,Transmission Interruption,1500,,2019,2019-11-05 08:56:00,2019-11-05 11:51:00,3
November,Indiana,Vandalism,0,0,2019,2019-11-05 08:30:00,2019-11-05 16:16:00,8
November,Idaho,Vandalism,,131,2019,2019-11-05 15:40:00,2019-11-05 17:11:00,2
November,Utah,System Operations,72,,2019,2019-11-08 05:50:00,2019-11-08 06:10:00,0
November,Oregon,Vandalism,0,0,2019,2019-11-16 16:11:00,2019-11-16 17:01:00,1
November,Texas,Suspicious Activity,0,0,2019,2019-11-16 06:00:00,2019-11-16 17:45:00,12
November,California,Severe Weather Transmission Interruption,178,54000,2019,2019-11-20 09:49:00,2019-11-20 15:20:00,6
November,California,System Operations,0,0,2019,2019-11-20 16:55:00,2019-11-20 17:37:00,1
November,New York,System Operations,0,0,2019,2019-11-22 00:00:00,2019-11-22 01:10:00,1
November,New York,System Operations,0,0,2019,2019-11-22 00:00:00,2019-11-22 01:10:00,1
November,California,Severe Weather,300,93000,2019,2019-11-26 18:07:00,2019-11-27 12:27:00,18
November,California,Vandalism,35,2,2019,2019-11-27 02:44:00,2019-11-27 16:00:00,13
November,Michigan,Severe Weather,30,107000,2019,2019-11-27 12:00:00,2019-11-30 02:00:00,62
November,Texas,Actual Physical Attack,0,0,2019,2019-11-29 00:00:00,2019-12-01 00:00:00,48
December,Alabama,System Operations,0,0,2019,2019-12-03 19:16:00,2019-12-03 19:49:00,1
December,California,Vandalism,,,2019,2019-12-03 06:55:00,,
December,Ohio,System Operations,0,0,2019,2019-12-05 16:48:00,2019-12-09 05:16:00,84
December,Washington,Suspicious Activity,,,2019,2019-12-05 00:00:00,,
December,Oklahoma,Actual Physical Attack,2,400,2019,2019-12-07 06:10:00,2019-12-08 02:20:00,20
December,Texas,Vandalism,0,0,2019,2019-12-08 13:40:00,2019-12-08 13:41:00,0
December,Oklahoma,Actual Physical Attack,1,392,2019,2019-12-11 20:53:00,2019-12-11 21:33:00,1
December,North Dakota,Transmission Interruption,18,1,2019,2019-12-11 13:27:00,2019-12-11 13:51:00,0
December,Maine,System Operations,0,0,2019,2019-12-11 13:22:00,2019-12-11 16:28:00,3
December,Texas,Transmission Interruption,0,0,2019,2019-12-16 23:55:00,2019-12-17 01:47:00,2
December,Texas,System Operations,0,0,2019,2019-12-18 14:30:00,2019-12-18 15:25:00,1
December,Nebraska,System Operations,0,0,2019,2019-12-19 02:58:00,2019-12-19 03:46:00,1
December,Illinois,Suspicious Activity,0,0,2019,2019-12-24 15:30:00,2019-12-24 19:34:00,4
December,Washington,Vandalism,0,0,2019,2019-12-31 12:00:00,2019-12-31 13:00:00,1
December,Texas,Transmission Interruption,25,0,2019,2019-12-31 11:03:00,2020-01-01 10:59:00,24
January,Arkansas,Severe Weather Transmission Interruption,0,0,2020,2020-01-09 23:07:00,2020-01-09 23:19:00,0
January,Washington,Suspicious Activity,0,0,2020,2020-01-09 20:45:00,2020-01-10 21:23:00,25
January,Minnesota,System Operations,0,0,2020,2020-01-09 07:40:00,2020-01-09 08:48:00,1
January,Arkansas,System Operations,,,2020,2020-01-09 23:07:00,2020-01-09 23:18:00,0
January,Tennessee,Suspicious Activity,,,2020,2020-01-10 14:53:00,,
January,Arkansas,Severe Weather Transmission Interruption,22,7541,2020,2020-01-11 02:25:00,2020-01-11 07:56:00,6
January,North Carolina,Severe Weather,,66475,2020,2020-01-11 23:02:00,2020-01-12 02:01:00,3
January,Arkansas,Severe Weather,,68138,2020,2020-01-11 03:30:00,2020-01-11 17:30:00,14
January,Tennessee,Severe Weather,4,,2020,2020-01-11 13:20:00,,
January,Alabama,Severe Weather,219,30715,2020,2020-01-11 12:50:00,2020-01-12 13:33:00,25
